step,speech_fluency,depression,anxiety,insomnia,side_effect,reward,action
94,1.0,0.0,0.0,0.0,0.27657982988206997,-0.27657982988206997,48
95,1.0,0.0,0.0,0.0,0.2734182442140957,-0.2734182442140957,52
96,1.0,0.0,0.0,0.0,0.2797505584076335,-0.2797505584076335,43
97,1.0,0.0,0.0,0.0,0.2744446615345135,-0.2744446615345135,36
98,1.0,0.0,0.0,0.0,0.27669990853674054,-0.27669990853674054,30
99,1.0,0.0,0.0,0.0,0.28051611777756746,-0.28051611777756746,45
100,1.0,0.0,0.0,0.0,0.27980343357600607,-0.27980343357600607,3
101,1.0,0.0,0.0,0.0,0.2819826499392012,-0.2819826499392012,33
102,1.0,0.0,0.0,0.0,0.28434634277675697,-0.28434634277675697,30
103,1.0,0.0,0.0,0.0,0.2802427348234985,-0.2802427348234985,40
104,1.0,0.0,0.0,0.0,0.276012012955927,-0.276012012955927,31
105,1.0,0.0,0.0,0.0,0.27130272845841785,-0.27130272845841785,36
106,1.0,0.0,0.0,0.0,0.27104562387623443,-0.27104562387623443,11
107,1.0,0.0,0.0,0.0,0.2738327000859235,-0.2738327000859235,30
108,1.0,0.0,0.0,0.0,0.2732601528371715,-0.2732601528371715,29
109,1.0,0.0,0.0,0.0,0.27842038796030016,-0.27842038796030016,6
110,1.0,0.0,0.0,0.0,0.27496327112644603,-0.27496327112644603,22
111,1.0,0.0,0.0,0.0,0.29213733547317283,-0.29213733547317283,16
112,1.0,0.0,0.0,0.0,0.29400289198974394,-0.29400289198974394,48
113,1.0,0.0,0.0,0.0,0.2981209850380773,-0.2981209850380773,20
114,1.0,0.0,0.0,0.0,0.29332549237537936,-0.29332549237537936,31
115,1.0,0.0,0.0,0.0,0.29007229055684963,-0.29007229055684963,55
116,1.0,0.0,0.0,0.0,0.28738684358051403,-0.28738684358051403,37
117,1.0,0.0,0.0,0.0,0.2901780491299308,-0.2901780491299308,42
118,1.0,0.0,0.0,0.0,0.2923181951143661,-0.2923181951143661,30
119,1.0,0.0,0.0,0.0,0.2913934436837031,-0.2913934436837031,11
120,1.0,0.0,0.0,0.0,0.28698671521104774,-0.28698671521104774,10
121,1.0,0.0,0.0,0.0,0.288876148330801,-0.288876148330801,48
122,1.0,0.0,0.0,0.0,0.2845629837492922,-0.2845629837492922,40
123,1.0,0.0,0.0,0.0,0.2795021786135679,-0.2795021786135679,36
124,1.0,0.0,0.0,0.0,0.2819752422248551,-0.2819752422248551,30
125,1.0,0.0,0.0,0.0,0.28643067504306935,-0.28643067504306935,20
126,1.0,0.0,0.0,0.0,0.28579310520948276,-0.28579310520948276,41
127,1.0,0.0,0.0,0.0,0.2816619618099902,-0.2816619618099902,40
128,1.0,0.0,0.0,0.0,0.2767728369975298,-0.2767728369975298,36
129,1.0,0.0,0.0,0.0,0.27516696267810237,-0.27516696267810237,44
130,1.0,0.0,0.0,0.0,0.270513637828818,-0.270513637828818,36
131,1.0,0.0,0.0,0.0,0.2727794961045665,-0.2727794961045665,25
132,1.0,0.0,0.0,0.0,0.2724169700159011,-0.2724169700159011,11
133,1.0,0.0,0.0,0.0,0.2747322338479867,-0.2747322338479867,48
134,1.0,0.0,0.0,0.0,0.2739544531126434,-0.2739544531126434,29
135,1.0,0.0,0.0,0.0,0.26844237449598535,-0.26844237449598535,21
136,1.0,0.0,0.0,0.0,0.2708453540259509,-0.2708453540259509,48
137,1.0,0.0,0.0,0.0,0.2843331397304969,-0.2843331397304969,15
138,1.0,0.0,0.0,0.0,0.2791175626846718,-0.2791175626846718,36
139,1.0,0.0,0.0,0.0,0.28554005780113506,-0.28554005780113506,7
140,1.0,0.0,0.0,0.0,0.297111914885418,-0.297111914885418,50
141,1.0,0.0,0.0,0.0,0.29158835466004585,-0.29158835466004585,36
142,1.0,0.0,0.0,0.0,0.2882503993403029,-0.2882503993403029,52
143,1.0,0.0,0.0,0.0,0.2836452152896266,-0.2836452152896266,10
144,1.0,0.0,0.0,0.0,0.28268864044339087,-0.28268864044339087,53
145,1.0,0.0,0.0,0.0,0.2868677622604832,-0.2868677622604832,6
146,1.0,0.0,0.0,0.0,0.2932060469221972,-0.2932060469221972,49
147,1.0,0.0,0.0,0.0,0.3012380781117727,-0.3012380781117727,35
148,1.0,0.0,0.0,0.0,0.2974112835131457,-0.2974112835131457,55
149,1.0,0.0,0.0,0.0,0.2955567217021502,-0.2955567217021502,29
150,1.0,0.0,0.0,0.0,0.2941408819088262,-0.2941408819088262,53
151,1.0,0.0,0.0,0.0,0.2913138068779625,-0.2913138068779625,44
152,1.0,0.0,0.0,0.0,0.29677087532504964,-0.29677087532504964,13
153,1.0,0.0,0.0,0.0,0.2977868037360361,-0.2977868037360361,48
154,1.0,0.0,0.0,0.0,0.296215686806666,-0.296215686806666,41
155,1.0,0.0,0.0,0.0,0.29295291446826915,-0.29295291446826915,2
156,1.0,0.0,0.0,0.0,0.2898879283473669,-0.2898879283473669,37
157,1.0,0.0,0.0,0.0,0.2873149203965767,-0.2873149203965767,23
158,1.0,0.0,0.0,0.0,0.29044980995421527,-0.29044980995421527,26
159,1.0,0.0,0.0,0.0,0.29633087559676785,-0.29633087559676785,43
160,1.0,0.0,0.0,0.0,0.28981384046118874,-0.28981384046118874,21
161,1.0,0.0,0.0,0.0,0.2869024627798484,-0.2869024627798484,2
162,1.0,0.0,0.0,0.0,0.281509784744152,-0.281509784744152,36
163,1.0,0.0,0.0,0.0,0.28367561604222313,-0.28367561604222313,30
164,1.0,0.0,0.0,0.0,0.28548997953527105,-0.28548997953527105,48
165,1.0,0.0,0.0,0.0,0.2810337099744934,-0.2810337099744934,10
166,1.0,0.0,0.0,0.0,0.2767021752272244,-0.2767021752272244,10
167,1.0,0.0,0.0,0.0,0.27903924936177327,-0.27903924936177327,30
168,1.0,0.0,0.0,0.0,0.27401410848616725,-0.27401410848616725,36
169,1.0,0.0,0.0,0.0,0.27652777993030797,-0.27652777993030797,30
170,1.0,0.0,0.0,0.0,0.2786714296293547,-0.2786714296293547,48
171,1.0,0.0,0.0,0.0,0.27571475973788073,-0.27571475973788073,55
172,1.0,0.0,0.0,0.0,0.27267239162654516,-0.27267239162654516,55
173,1.0,0.0,0.0,0.0,0.26755045193326793,-0.26755045193326793,36
174,1.0,0.0,0.0,0.0,0.2634397314109715,-0.2634397314109715,10
175,1.0,0.0,0.0,0.0,0.2593192328607627,-0.2593192328607627,28
176,1.0,0.0,0.0,0.0,0.26167882505079815,-0.26167882505079815,48
177,1.0,0.0,0.0,0.0,0.2589469036463907,-0.2589469036463907,55
178,1.0,0.0,0.0,0.0,0.26210322415679865,-0.26210322415679865,39
179,1.0,0.0,0.0,0.0,0.2646575129219694,-0.2646575129219694,30
180,1.0,0.0,0.0,0.0,0.26779374074828044,-0.26779374074828044,5
181,1.0,0.0,0.0,0.0,0.26638047870496245,-0.26638047870496245,18
182,1.0,0.0,0.0,0.0,0.2616456152778047,-0.2616456152778047,36
183,1.0,0.0,0.0,0.0,0.2644494387779347,-0.2644494387779347,30
184,1.0,0.0,0.0,0.0,0.2662352728011876,-0.2662352728011876,19
185,1.0,0.0,0.0,0.0,0.273412502590516,-0.273412502590516,49
186,1.0,0.0,0.0,0.0,0.2684890542682234,-0.2684890542682234,36
187,1.0,0.0,0.0,0.0,0.26296588201377347,-0.26296588201377347,21
188,1.0,0.0,0.0,0.0,0.25918897017573955,-0.25918897017573955,10
189,1.0,0.0,0.0,0.0,0.2652388452403783,-0.2652388452403783,27
190,1.0,0.0,0.0,0.0,0.2644893429897368,-0.2644893429897368,29
191,1.0,0.0,0.0,0.0,0.2677635280392446,-0.2677635280392446,39
192,1.0,0.0,0.0,0.0,0.2670713675207772,-0.2670713675207772,29
193,1.0,0.0,0.0,0.0,0.2697905204030505,-0.2697905204030505,30
194,1.0,0.0,0.0,0.0,0.27310460446617285,-0.27310460446617285,39
195,1.0,0.0,0.0,0.0,0.27639189168639894,-0.27639189168639894,39
196,1.0,0.0,0.0,0.0,0.2725761680992213,-0.2725761680992213,40
197,1.0,0.0,0.0,0.0,0.2769049354702054,-0.2769049354702054,45
198,1.0,0.0,0.0,0.0,0.27316476973048215,-0.27316476973048215,40
199,1.0,0.0,0.0,0.0,0.2801193237297154,-0.2801193237297154,7
200,1.0,0.0,0.0,0.0,0.28171023667125417,-0.28171023667125417,4
